Kalimat;Kategori
Namun dalam kajian ini tidak ditemukan adanya catatan dan dokumentasi pengaduan yang pernah dikumpulkan sekolah-sekolah sampel;Deskripsi
Melalui siaran pers, keberadaan unit ini diumumkan ke masyarakat, lengkap dengan nomor telepon yang dapat diakses;Deskripsi
Lembaga yang mempunyai kewenangan yang cukup kuat adalah unsur-unsur pengawasan, seperti Bawasda, Irjen dan DPRD;Deskripsi
Lembaga yang berperanserta dalam monev eksternal tersebut terbilang paling aktif dan reaktif terhadap aduan yang diterima;Deskripsi
Kuat dugaan, minimnya respons instansi terkait tersebut akibat tidakjelasnya peran pengawasan eksternal;Deskripsi
Namun dalam kenyataannya mereka cenderung bekerja sendiri-sendiri;Deskripsi
Namun, hingga kini belum ada upaya tindak lanjut atas keluhan tersebut;Deskripsi
Instansi terkait tidak mempunyai kewajiban untuk menindaklanjuti aduan yang disampaikan LSM dan media lokal;Deskripsi
Walaupun demikian, sistem yang belum terkoordinir dengan baik ini sangat tidak menjamin penanganan pengaduan secara memadai;Deskripsi
Dinas pendidikan sebagai pimpinan satker cenderung mendominasi aktivitas pengelolaan Program BOS;Deskripsi
Indikasi ini dapat dilihat dari banyaknya anggota masyarakat dan guru yang mengadukan masalah pengelolaan dana BOS kepada LSM;Deskripsi
Selain kesulitan mengakses unit pengaduan formal, tingkat kepercayaan masyarakat terhadap unit internal cenderung minim;Deskripsi
Akibatnya, komite sekolah cuma menjadi stempel dari kepentingan pengelola sekolah;Deskripsi
UPTD, khususnya di daerah kabupaten berperan di hampir semua tahapan program;Deskripsi
Di beberapa daerah juga ditemukan adanya personel yang dinilai tidak kompeten;Deskripsi
Dominasi itu terasa hingga ke sekolah dan madrasah sebab dalam pelaksanaannya satker banyak memanfaatkan UPTD;Deskripsi
Bahkan, di beberapa sekolah swasta yang menjadi sampel kajian ini belum dibentuk komite sekolah;Deskripsi
Perkecualian peran dewan pendidikan ditemukan di Kabupaten Tapanuli Utara dan Kabupaten Minahasa Utara;Deskripsi
Semua kegiatan ini dibiayai dari dana operasional dewan pendidikan yang diperoleh dari Depdiknas;Deskripsi
Melalui mekanisme ini Pemerintah Pusat menyerahkan pelaksanaan program kepada pemerintah provinsi;Deskripsi
untuk meningkatkan koordinasi dan pertanggungjawaban di tingkat daerah;Deskripsi
Pengurus BP3 hanya terdiri dari orangtua siswa, sementara komite sekolah terdiri dari orangtua siswa dan masyarakat lainnya;Deskripsi
Oleh karenanya, pertanggungjawaban dalam bentuk laporan akhir hanya dibuat oleh satker provinsi dan Satker Pusat;Deskripsi
Hal semacam ini merupakan masalah yang biasa terjadi dengan program-program yang dilaksanakan melalui mekanisme dekonsentrasi;Deskripsi
Persepsi tersebut digali dalam berbagai diskusi kelompok terarah yang diselenggarakan di semua kabupaten/kota sampel;Deskripsi
Bagi sekolah yang jumlah siswanya banyak, nilai peningkatan penerimaan tersebut cukup signifikan;Deskripsi
Tingkat perubahan penerimaan sekolah setelah adanya BOS bervariasi antarsekolah;Deskripsi
Walaupun demikian, dari berbagai kenyataan yang ditemukan dalam kajian cepat ini dapat dikenali indikasi-indikasi dampak program;Deskripsi
Sementara itu penerimaan sebuah sekolah di Cilegon menurun sekitar 15%;Deskripsi
Peningkatan penerimaan bisa lebih besar karena belum tentu semua murid membayar iuran siswa pada periode-periode sebelumnya;Deskripsi
Upaya tersebut memang cukup menguntungkan bagi sekolah;Deskripsi
Dari setiap Rp1 juta sekolah bisa menyimpan Rp15.002;Deskripsi
Karena kekurangpahaman sekolah, pembayaran pajak yang dilakukan sekolah berbeda-beda;Deskripsi
Akibatnya, perlakuan mengenai hak atas bunga tabungan tersebut berbeda-beda antar daerah;Deskripsi
Namun, tidak semua pelaksana BOS mengetahui tentang aturan ini karena tidak disosialisasikan dengan baik;Deskripsi
Hal ini terjadi karena hampir semua sekolah belum mengetahui aturan dan tata cara pembayaran pajak;Deskripsi
Laporan yang dibuat sekolah dikirim ke satker kabupaten/kota;Deskripsi
Di samping itu, sekolah juga dapat menghemat waktu, tenaga, dan biaya transportasi penyetoran pajak;Deskripsi
Hal-hal yang harus dilaporkan oleh pelaksana di tiap tingkatan adalah sebagai berikut;Deskripsi
Di samping itu, banyak juga sekolah yang berupaya menghindari pembayaran pajak dengan menyiasati nilai atau kuitansi pembayaran;Deskripsi
Akhirnya, satker provinsi menyampaikan laporan ke Satker Pusat;Deskripsi
Namun bentuk laporan yang diperoleh dari lembaga penyalur bervariasi antarprovinsi;Deskripsi
Laporan penanganan dan pengaduan masyarakat, serta laporan monitoring dan evaluasi akan didiskusikan di sub-bab 2.8;Deskripsi
Subbab ini hanya membahas laporan penggunaan/pemanfaatan dana BOS;Deskripsi
Selanjutnya, satker kabupaten/kota membuat laporan pelaksanaan program untuk diserahkan ke satker provinsi;Deskripsi
Berkaitan dengan laporan penggunaan dana BOS, sekolah menyerahkan laporan ke satker kabupaten/kota;Deskripsi
Satker kabupaten/kota seharusnya mengirimkan laporan-laporan ke satker provinsi;Deskripsi
Alur pelaporan di daerah-daerah sampel kajian ini agak bervariasi, dan secara umum disajikan di Gambar 2.6;Deskripsi
Selanjutnya satker provinsi menyusun laporan pelaksanaan program untuk dikirimkan ke Satker Pusat;Deskripsi
Di Provinsi Banten, selain UPTD, kantor pos kecamatan juga dapat berfungsi sebagai perantara penyampaian laporan tersebut;Deskripsi
Kanwil Depag juga menyusun laporan untuk diserahkan ke Departemen Agama, dan salinannya diserahkan ke satker provinsi;Deskripsi
Dengan adanya contohcontoh tersebut diharapkan sekolah tidak mengalami kesulitan dalam menyusun laporan;Deskripsi
Untuk mempermudah sekolah membuat laporan, di dalam juklak tersedia contoh-contoh format laporan;Deskripsi
Laporan tersebut harus dilengkapi RAPBS, fotokopi rekening, laporan buku kas, serta bukti-bukti pengeluaran yang sah;Deskripsi
Pembayaran tunjangan guru tetap diubah menjadi pembelian ATK;Deskripsi
Oleh karena itu, di Jawa Timur misalnya, laporan dalam bentuk SPJ harus dibuat setiap bulan;Deskripsi
Di Jawa Timur, NTB, dan Banten, satker provinsi menetapkan bahwa sekolah harus membuat laporan triwulanan;Deskripsi
Beberapa sekolah mengambil inisiatif meminta satker kabupaten/kota untuk mengadakan pelatihan pembuatan laporan;Deskripsi
Di daerah lain, satker kabupaten/kota menyatakan bahwa konsultasi dapat dilakukan kapan saja;Deskripsi
Kebijakan tentang waktu penyusunan laporan ini terkait dengan keterlambatan pengucuran dana di kedua provinsi tersebut;Deskripsi
Selain itu, satker kota setempat juga menyediakan waktu konsultasi bagi sekolah antara pukul 12.00-17.02;Deskripsi
Di Jawa Timur, Dinas Pendidikan Kota Pasuruan mengadakan pelatihan pembuatan SPJ yang dilaksanakan selama tiga hari;Deskripsi
Untuk melakukan konsultasi penyusunan laporan tersebut sekolah harus mengeluarkan biaya, paling tidak untuk transportasi;Deskripsi
Namun ada sekolah yang laporannya hanya dibuat oleh kepala sekolah tanpa melibatkan bendahara;Deskripsi
Di samping itu, sekolah juga mengeluhkan banyaknya waktu yang diperlukan untuk menyusun laporan tersebut;Deskripsi
Salah satu salafiyah di Banten, misalnya, memerlukan biaya transportasi antara Rp50.000-Rp100.000 setiap melakukan konsultasi;Deskripsi
Untuk itu, mereka seringkali kehilangan waktu istirahat karena harus kerja lembur atau terpaksa menggunakan waktu mengajar;Deskripsi
Komite sekolah yang seharusnya menjadi mitra sekolah pun umumnya tidak dilibatkan dalam pembuatan laporan,;Deskripsi
Hanya ada beberapa komite sekolah yang dapat mengakses laporan tersebut, namun jumlahnya sangat terbatas;Deskripsi
Mereka biasanya komite sekolah yang memang aktif berkunjung ke sekolah;Deskripsi
Bila ada guru yang dilibatkan, biasanya hanya guru yang bertugas menjadi bendahara BOS, sedangkan guru lainnya tidak dilibatkan;Deskripsi
Mereka cenderung percaya bahwa sekolah menggunakan dananya dengan benar;Deskripsi
Kepada orangtua siswa, umumnya pihak sekolah hanya menyampaikan informasi mengenai adanya Program BOS;Deskripsi
Masih jarang ditemui adanya sekolah yang melaporkan penggunaan dananya secara rinci kepada orangtua siswa;Deskripsi
Monev internal dilakukan oleh jajaran pelaksana program sendiri;Deskripsi
Orangtua siswa terkesan tidak peduli dengan urusan administrasi penggunaan dana;Deskripsi
Monitoring eksternal, dalam juklak program 2005, dianggap sebagai bagian dari pengawasan;Deskripsi
"dewan pendidikan, LSM, BMPS, maupun organisasi masyarakat/kependidikan lainnya; 5";Deskripsi
Tim SMERU hanya menemukan dua sekolah sampel yang menyampaikan laporan secara terbuka kepada orangtua siswa;Deskripsi
"perguruan tinggi, DPR, BIN atau tim independen khusus yang ditunjuk pemerintah; 4";Deskripsi
Monev internal ini bertugas melakukan pemantauan dan supervisi, pembinaan, dan penyelesaian masalah;Deskripsi
Belum semua daerah melaksanakan kegiatan monev internal secara khusus;Deskripsi
Akan tetapi , kendala pengumpulan data tersebut telah diakui secara luas;Deskripsi
Keuntungan utama penggunaan PCA adalah bahwa metode ini memperkenankan penentuan indikator kemiskinan yang berkarakteristik lokal;Deskripsi
Analisisnya bersumbu pada tingkat keluarga dan variabel yang digunakan dapat dilihat pada Tabel V.1;Deskripsi
Hasil-hasil PCA didiskusikan secara terpisah untuk setiap desa pada Bagian VIII hingga XI;Deskripsi
DESA KEDONDONG Desa Kedondong terletak 10 km dari Ibu kota Kabupaten Demak , terdiri dari tiga RW dengan total 20 RT;Deskripsi
Desa ini dikelompokan dalam blok , dengan masing-masing bloknya terdapat satu RT atau terdiri atas 60 rumah;Deskripsi
Menyangkut fasilitas pendidikan , terdapat empat SD namun tidak terdapat SLTP atau SLTA;Deskripsi
SLTP terdekat berjarak 3 km dari desa ini dan SLTA terdekat berjarak 5 km;Deskripsi
Sementara itu , fasilitas pendidikan tinggi terdekat berjarak 8 km , dekat pusat kota;Deskripsi
Lebih lagi , tidak tersedia fasilitas pendidikan nonformal;Deskripsi
Terlebih lagi , obat-obatan tanpa resep dokter pun tersedia di kios-kios kecil di seluruh desa;Deskripsi
Akses keluar dan masuk desa cukup memadai;Deskripsi
Singkatnya , ini merupakan jenis jalan yang berada satu tingkat di bawah jalan beraspal;Deskripsi
Dengan demikian , jalan ini dapat dilalui setiap tahun;Deskripsi
Transportasi umum seperti minibus dan ojek tersedia setiap hari , sedikitnya selama 8 jam;Deskripsi
Dalam hal sanitasi , kebanyakan warga masyarakatnya memanfaatkan air sungai di sebelah barat desa untuk mandi;Deskripsi
Namun , di desa ini tidak terdapat kantor pos , dan kantor pos terdekat berjarak 6 km dari desa;Deskripsi
Bank resmi yang tersedia di desa ini adalah bank milik pemerintah ;Deskripsi
DESA JUNGPASIR Desa Jungpasir adalah satu di antara 20 desa di Kecamatan Wedung , di Kabupaten Demak;Deskripsi
Desa ini berjarak 25 km dari kota kabupaten dan sekitar 15 km dari kota kecamatan;Deskripsi
Desa Jungpasir berada jauh dari jalan negera (jalan yang dibangun pemerintah pusat) yang menghubungkan Demak dan Jepara;Deskripsi
Di desa tersebut , jalan utama terbuat dari aspal , meskipun telah mengalami banyak kerusakan akibat minimnya pemeliharaan;Deskripsi
Terdapat dua jalan utama yang menuju ke Desa Jungpasir;Deskripsi
Kondisi jalan di sisi Jepara terawat dengan baik , sangat berbeda dengan kondisi jalan di Demak;Deskripsi
Ini membuat jarak tempuh dari ibu kota Demak ke Jungpasir hanya memerlukan satu jam;Deskripsi
Kelima RW pertama terletak di sisi jalan desa , sementara RW 6 terletak kira-kira 2 km dari jalan desa dan dikelilingi persawahan;Deskripsi
Desa ini terletak kira-kira 6 km dari ibu kota Cianjur atau 4 km dari ibu kota Cugenang;Deskripsi
Meski tidak berada dekat dengan jalan-jalan antarkota , desa ini dapat diakses dari dua arah jalan yakni;Deskripsi
Kedua jalan tersebut dapat dicapai dalam 20 menit waktu perjalanan dengan mobil dari desa tersebut;Deskripsi
Sementara itu , jalan dari jalan antarkota ke desa tersebut relatif terpelihara dengan baik , meskipun sangat sempit;Deskripsi
Jalan ini telah memungkinkan transportasi umum seperti minibus untuk melayani desa;Deskripsi
Hal ini jelas membantu warga masyarakat untuk mencapai kota Cianjur;Deskripsi
Selain minibus , transportasi umum lain yang ada di desa tersebut adalah jasa ojek yang melayani transportasi jarak pendek;Deskripsi
Jasa ojek ini secara khusus dimanfaatkan oleh warga masyarakat RW 6 yang tidak dilayani oleh minibus;Deskripsi
Selain itu , jalan yang mengarah ke RW tersebut hanya dapat dilalui oleh ojek selama musim hujan;Deskripsi
Menurut data terakhir dari BPS , pada 2003 luas wilayah Cibulakan adalah 200 hektare;Deskripsi
Wilayah terluas (138,3 hektare) dipakai untuk kegiatan persawahan sepanjang tahun;Deskripsi
Untuk wilayah tempat tinggal luasnya mencapai 34,5 hektare;Deskripsi
Sisanya dimanfaatkan untuk kolam ikan dan fasilitas umum;Deskripsi
Kebanyakan petani menanam padi , sementara hanya segelintir yang menanam sayur-sayuran atau mengusahakan budidaya ikan;Deskripsi
Cukup banyak warga masyarakat yang bekerja sebagai TKI , khususnya di negara-negara Timur Tengah;Deskripsi
"Menyahutlah si Baso, ""daulat tuanku.";Narasi
Besar nian kegembiraan hamba tuanku, akan tetapi hamba belum pernah menemukan perempuan di negeri ini, semuanya orang betina saja.;Narasi
"Akan tetapi jika demikian hajat tuanku, biar biaya saja yang disiapkan untuk hamba tuanku, supaya ke Jawa mecari perempuan.""";Narasi
"Bersabdalah raja, ""Baiklah!"" ";Narasi
Maka dipersiapkanlah biaya bagi si Baso dan perlengkapan lain untuk perkawinan.;Narasi
Singkat bicara, sampailah pada hari yang ditentukan.;Narasi
Berangkatlah si Baso ke Jawa untuk kawin.;Narasi
Beberapa bulan kemudian, si Baso kembali untuk mengabdi kepada raja seperti biasa.;Narasi
Adapun setelah raja melihat istri si Baso, ;Narasi
"berkatalah sang raja, ""wahai Baso! Pintar benar engkau memilih perempuan, sesuailah apa yang engkau katakan bahwa di negeri ini tidak ada perempuan, hanya orang betina saja.""";Narasi
"Menyahutlah si Baso, ""Daulat tuanku.""";Narasi
Demikianlah si Baso makin dilipat gandakan pengabdiannya kepada raja.;Narasi
Akan tetapi raja selalu memperhatikan istri si Baso.;Narasi
Pada suatu hari dipanggilah si Baso menghadap sang raja.;Narasi
"Bersabdalah raja, ""wahai Baso! Sekarang saya harapkan kepadamu agar engkau mencarikan saya musang berjanggut! ";Narasi
"Aku berikan waktu tujuh hari, mulai dari sekarang.""";Narasi
"Menyahutlah si Baso, ""Daulat Tuanku! ";Narasi
"dan berkata pula raja, ""bila lewat tujuh hari dan engkau tidak dapatkan, maka merahlah lehermu"".";Narasi
"Menyahutlah si Baso, ""Daulat Tuanku.""";Narasi
Si Baso ini cepat-cepat lah kerumahnya, dan hal itu diberi tahukan kepada istrinya.;Narasi
Takjublah istrinya mendengar maksud raja.;Narasi
"Berkatalah kepada suaminya, ""ajaib sungguh maksud raja itu kakanda, akan tetapi tidak apalah.";Narasi
Aku harap supaya dituruti juga maksud adinda.;Narasi
Karena bukanlah kanda kehormatan adinda ada pada kanda dan belas kasih kakanda pada dindalah tempatnya.;Narasi
"Dan berkatalah si Baso, ""Benar sekali dinda! ";Narasi
"Jadi bagaimana maksudmu?"" ";Narasi
"Berkatalah istrinya, ""Begini kakanda! Kembalilah menghadap kepada raja dan beritahukan bahwa barulah dapat ditangkap musang berjanggut, kalau kurungan besi besar dan dipakai menangkapnya.";Narasi
Suruh buatlah tiga buah kurungan besi.;Narasi
Maka kembalilah si Baso menghadap baginda menyuruh buat tiga buah kurungan besi.;Narasi
"Dan berkatalah, ""Baiklah"".";Narasi
Kira-kira tiga bulan selesailah kurungan besi yang tiga itu.;Narasi
Dan dipanggil pula si Baso menghadap baginda dan diberitahukan bahwa telah selesai kurungan besi yang engkau suruh buat.;Narasi
Jadi tujuh hari mulai dari sekarang, engkau harus menghadap dan membawa musang berjanggut.;Narasi
"Dan bila engkau tidak memperoleh maka merahlah lehermu"".";Narasi
"Menyahutlah si Baso, ""daulat tuanku!""";Narasi
Maka diambillah si Baso kurungan besi yang tiga buah itu dan dibawa kerumahnya.;Narasi
"Setelah sampai kerumahnya diberitahukan pula oleh istrinya mengatakan, ""wahai kanda! rumah ini supaya kita pagar cepat dan kurungan besi itu kita simpan di bawah di sebelah dalam pintu, dan kanda di atas para mendengarkan aku, janganlah berkata-kata"".";Narasi
Demikianlah kelakuan si Baso tetap di atas para-para dan istrinya duduk di muka jendela besarnya.;Narasi
Begitulah perbuatannya sehari, dua hari hingga tujuh hari sampailah janji si Baso dan belum mendapatkan musang berjanggut.;Narasi
"Besar hati baginda dan berkata dalam hatinya, ""pastilah mati si Baso"".";Narasi
"Dan baginda ini menyuruh panggil tuan kadi dan diperintahkan bahwa, ""Hai tuan Kadi, aku harapkan melihat si Baso di rumahnya karena janjinya sudah sampai dan belum ada membawa musang berjanggut"".";Narasi
